holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,weekday,hour,good_weather
0,290.9,0,0,24,5401,2,14,1
0,290.93,0,0,24,5947,2,15,1
0,290.45,0,0,24,6884,2,16,1
0,290.19,0,0,12,6447,2,17,1
0,290.0,0,0,12,4653,2,18,1
0,290.08,0,0,12,3283,2,19,0
0,289.59,0,0,8,3028,2,20,0
0,288.67,0,0,8,2598,2,21,1
0,287.55,0,0,75,1690,2,22,0
0,286.64,0,0,36,1068,2,23,0
0,285.87,1,0,36,586,3,0,0
0,285.87,1,0,36,586,3,0,0
0,285.08,1,0,75,333,3,1,0
0,285.08,1,0,75,333,3,1,0
0,284.93,1,0,92,258,3,2,0
0,284.63,0,0,90,372,3,3,0
0,284.63,0,0,90,372,3,3,0
0,284.39,0,0,56,797,3,4,0
0,284.39,0,0,56,797,3,4,0
0,284.29,0,0,1,2800,3,5,0
0,284.29,0,0,1,2800,3,5,0
0,284.13,0,0,1,5955,3,6,0
0,284.27,1,0,75,6108,3,7,0
0,284.27,1,0,75,6108,3,7,0
0,284.27,1,0,75,6108,3,7,0
0,284.27,1,0,75,6108,3,7,0
0,284.48,1,0,90,5653,3,8,0
0,284.48,1,0,90,5653,3,8,0
0,284.48,1,0,90,5653,3,8,0
0,284.75,1,0,40,5048,3,9,0
0,284.75,1,0,40,5048,3,9,0
0,285.8,1,0,90,4592,3,10,0
0,285.8,1,0,90,4592,3,10,0
0,288.62,1,0,90,4979,3,11,0
0,288.62,1,0,90,4979,3,11,0
0,288.62,1,0,90,4979,3,11,0
0,290.03,1,0,75,5003,3,12,0
0,290.03,1,0,75,5003,3,12,0
0,290.03,1,0,75,5003,3,12,0
0,290.03,1,0,75,5003,3,12,0
0,291.21,1,0,40,5152,3,13,0
0,291.21,1,0,40,5152,3,13,0
0,292.66,0,0,75,5594,3,14,0
0,292.07,1,0,90,6174,3,15,0
0,292.07,1,0,90,6174,3,15,0
0,292.07,1,0,90,6174,3,15,0
0,288.76,1,0,90,5902,3,16,0
0,288.76,1,0,90,5902,3,16,0
0,288.76,1,0,90,5902,3,16,0
0,287.48,1,0,90,5811,3,17,0
0,287.48,1,0,90,5811,3,17,0
0,287.19,1,0,90,4383,3,18,0
0,287.19,1,0,90,4383,3,18,0
0,287.19,1,0,90,4383,3,18,0
0,287.08,1,0,75,3117,3,19,0
0,287.08,1,0,75,3117,3,19,0
0,287.08,1,0,75,3117,3,19,0
0,286.89,1,0,75,2740,3,20,0
0,286.89,1,0,75,2740,3,20,0
0,286.89,1,0,75,2740,3,20,0
0,286.9,1,0,75,2714,3,21,0
0,286.9,1,0,75,2714,3,21,0
0,287.0,1,0,90,1924,3,22,0
0,287.0,1,0,90,1924,3,22,0
0,286.94,1,0,90,1160,3,23,0
0,286.94,1,0,90,1160,3,23,0
0,286.65,0,0,1,630,4,0,0
0,286.95,1,0,75,441,4,1,0
0,286.95,1,0,75,441,4,1,0
0,287.81,1,0,90,306,4,2,0
0,287.81,1,0,90,306,4,2,0
0,287.12,0,0,90,376,4,3,0
0,285.91,1,0,90,749,4,4,0
0,285.91,1,0,90,749,4,4,0
0,284.23,0,0,90,2634,4,5,0
0,283.49,0,0,76,5544,4,6,0
0,282.06,0,0,90,6540,4,7,0
0,281.84,0,0,76,5922,4,8,0
0,282.09,1,0,90,5086,4,9,0
0,282.08,0,0,90,4824,4,10,1
0,282.42,1,0,90,5285,4,11,0
0,282.68,0,0,90,5315,4,12,1
0,283.2,0,0,90,5722,4,13,1
0,283.4,1,0,90,5825,4,14,0
0,284.1,0,0,90,6062,4,15,1
0,285.14,0,0,75,6393,4,16,1
0,286.32,0,0,75,6106,4,17,1
0,286.69,0,0,75,5031,4,18,1
0,286.53,0,0,40,3883,4,19,1
0,285.77,0,0,40,3262,4,20,1
0,284.39,0,0,40,2956,4,21,1
0,282.83,0,0,1,2512,4,22,1
0,281.2,0,0,1,4030,4,23,1
0,280.37,0,0,1,2081,5,0,1
0,279.65,0,0,1,957,5,1,1
0,279.09,0,0,1,682,5,2,1
0,278.88,0,0,1,439,5,3,1
0,278.3,0,0,0,385,5,4,1
0,278.43,0,0,1,385,5,4,1
0,278.0,0,0,1,755,5,5,1
0,277.74,0,0,12,1395,5,6,0
0,278.38,0,0,12,2157,5,7,0
0,282.25,0,0,12,3113,5,8,1
0,284.23,0,0,64,4199,5,9,1
0,286.42,0,0,64,4421,5,10,1
0,286.937,0,0,64,4638,5,11,1
0,290.282,0,0,76,5039,5,12,1
0,292.12,0,0,76,4917,5,13,1
0,293.24,0,0,1,4815,5,14,1
0,293.58,0,0,90,4680,5,15,1
0,293.78,0,0,40,4644,5,16,1
0,292.74,1,0,90,4534,5,17,0
0,291.09,1,0,76,4003,5,18,0
0,290.55,1,0,40,3456,5,19,0
0,290.55,1,0,40,3456,5,19,0
0,289.44,1,0,90,2890,5,20,0
0,289.44,1,0,90,2890,5,20,0
0,287.69,1,0,90,3024,5,21,0
0,287.69,1,0,90,3024,5,21,0
0,286.69,1,0,90,2568,5,22,0
0,286.69,1,0,90,2568,5,22,0
0,286.27,1,0,36,1762,5,23,0
0,285.73,1,0,1,1150,6,0,0
0,285.21,1,0,1,773,6,1,0
0,285.21,1,0,1,773,6,1,0
0,284.68,1,0,1,550,6,2,0
0,283.82,0,0,90,326,6,3,0
0,283.82,0,0,90,326,6,3,0
0,282.65,1,0,75,265,6,4,0
0,282.65,1,0,75,265,6,4,0
0,282.65,1,0,75,265,6,4,0
0,282.09,0,0,90,494,6,5,0
0,282.09,0,0,90,494,6,5,0
0,282.01,0,0,75,790,6,6,0
0,282.01,0,0,75,790,6,6,0
0,283.15,0,0,1,1206,6,7,0
0,285.39,0,0,1,1927,6,8,0
0,286.99,0,0,1,2904,6,9,0
0,288.9,0,0,1,3705,6,10,1
0,290.16,1,0,1,4127,6,11,0
0,291.7,0,0,92,4492,6,12,1
0,292.07,0,0,75,4538,6,13,1
0,291.98,0,0,90,4438,6,14,1
0,292.6,0,0,90,4529,6,15,1
0,292.84,0,0,92,4438,6,16,0
0,293.41,0,0,90,4224,6,17,1
0,293.39,0,0,90,3989,6,18,1
0,293.23,0,0,92,3459,6,19,0
0,287.9,0,0,92,3115,6,20,0
0,291.79,1,0,40,2616,6,21,0
0,291.79,1,0,40,2616,6,21,0
0,290.64,1,0,90,1746,6,22,0
0,290.64,1,0,90,1746,6,22,0
0,289.04,1,0,90,1039,6,23,0
0,289.04,1,0,90,1039,6,23,0
0,288.52,1,0,92,530,0,0,0
0,288.52,1,0,92,530,0,0,0
0,288.56,1,0,90,267,0,1,0
0,288.56,1,0,90,267,0,1,0
0,288.56,1,0,90,267,0,1,0
0,288.8,1,0,90,260,0,2,0
0,288.8,1,0,90,260,0,2,0
0,288.11,1,0,90,315,0,3,0
0,287.43,1,0,90,780,0,4,0
0,287.43,1,0,90,780,0,4,0
0,287.48,1,0,90,2740,0,5,0
0,287.42,0,0,90,5800,0,6,0
0,286.5,1,0,90,6676,0,7,0
0,286.5,1,0,90,6676,0,7,0
0,286.81,1,0,56,5747,0,8,0
0,286.81,1,0,56,5747,0,8,0
0,287.23,0,0,80,4870,0,9,0
0,287.48,1,0,80,4385,0,10,0
0,287.48,1,0,80,4385,0,10,0
0,287.6,1,0,90,4556,0,11,0
0,287.6,1,0,90,4556,0,11,0
0,287.6,1,0,90,4556,0,11,0
0,287.05,0,0,90,4895,0,12,0
0,287.05,0,0,90,4895,0,12,0
0,287.05,0,0,90,4895,0,12,0
0,285.93,1,0,32,4902,0,13,0
0,285.93,1,0,32,4902,0,13,0
0,286.9,0,0,32,5156,0,14,0
0,289.388,0,0,44,5760,0,15,1
0,286.34,0,0,44,6290,0,16,0
0,285.39,1,0,90,5899,0,17,0
0,285.39,1,0,90,5899,0,17,0
0,284.68,1,0,90,4298,0,18,0
0,284.68,1,0,90,4298,0,18,0
0,284.68,1,0,90,4298,0,18,0
0,284.25,1,0,68,3093,0,19,0
0,284.25,1,0,68,3093,0,19,0
0,284.25,1,0,68,3093,0,19,0
0,286.58299999999997,0,0,68,2690,0,20,1
0,282.88,1,0,90,2331,0,21,0
0,282.62,1,0,90,1466,0,22,0
0,282.57,1,0,90,922,0,23,0
0,282.61,1,0,90,542,1,0,0
0,282.61,1,0,90,542,1,0,0
0,282.52,0,0,92,354,1,1,1
0,282.3,0,0,90,265,1,2,1
0,281.81,1,0,90,350,1,3,0
0,281.58,0,0,64,797,1,4,1
0,281.44,1,0,90,2871,1,5,0
0,281.09,0,0,90,6095,1,6,1
0,281.04,0,0,64,6647,1,7,1
0,281.14,0,0,64,6086,1,8,1
0,281.18,1,0,56,5181,1,9,0
0,281.32,0,0,56,4506,1,10,1
0,281.673,0,0,56,4805,1,11,1
0,284.418,0,0,44,4929,1,12,1
0,283.26,0,0,44,5031,1,13,1
0,283.59,0,0,44,5395,1,14,1
0,284.03,1,0,32,6110,1,15,0
0,283.9,0,0,32,6908,1,16,1
0,283.97,0,0,75,6766,1,17,1
0,284.29,1,0,75,4817,1,18,0
0,284.15,0,0,32,3484,1,19,1
0,283.44,0,0,32,2816,1,20,1
0,281.51599999999996,0,0,0,2413,1,21,1
0,281.77,0,0,1,1957,1,22,1
0,280.68,1,0,1,3759,1,23,0
0,279.63,0,0,1,1035,2,0,1
0,278.388,0,0,0,472,2,1,1
0,278.22,0,0,1,313,2,2,1
0,276.526,0,0,0,371,2,3,1
0,277.3,0,0,1,825,2,4,1
0,276.66,0,0,1,2846,2,5,1
0,276.42,0,0,1,6076,2,6,1
0,277.78,0,0,0,6715,2,7,1
0,280.13,0,0,0,6228,2,8,1
0,281.99,0,0,20,5222,2,9,1
0,284.767,0,0,20,4842,2,10,1
0,285.77,1,0,40,4831,2,11,0
0,286.68,0,0,20,5103,2,12,1
0,287.0,0,0,20,5200,2,13,1
0,287.17,0,0,20,5457,2,14,1
0,287.53,0,0,75,6070,2,15,1
0,287.81,0,0,40,6825,2,16,1
0,287.7,0,0,64,6783,2,17,1
0,286.91,0,0,40,5125,2,18,1
0,286.26,0,0,8,3679,2,19,1
0,284.9,0,0,8,3231,2,20,1
0,283.46,0,0,40,3068,2,21,1
0,281.92,0,0,40,2257,2,22,1
0,281.07,0,0,75,1222,2,23,1
0,277.19599999999997,0,0,0,721,3,0,1
0,279.41,1,0,40,344,3,1,0
0,278.84,1,0,40,289,3,2,0
0,278.0,0,0,90,361,3,3,1
0,277.82,0,0,90,823,3,4,1
0,277.6,0,0,90,2912,3,5,1
0,277.47,0,0,90,5978,3,6,1
0,277.72,0,0,90,6875,3,7,1
0,278.64,0,0,56,6211,3,8,1
0,280.23,0,0,1,5670,3,9,1
0,280.99,0,0,32,4916,3,10,1
0,280.92,0,0,32,5977,3,11,1
0,281.39,0,0,80,5423,3,12,1
0,282.736,0,0,80,5468,3,13,1
0,282.08,0,0,80,5575,3,14,1
0,283.73,0,0,44,6224,3,15,1
0,281.92,0,0,44,6539,3,16,1
0,281.8,0,0,44,6315,3,17,1
0,282.248,0,0,76,4746,3,18,1
0,281.21,0,0,76,3589,3,19,1
0,280.64,0,0,76,3349,3,20,1
0,280.09,1,0,90,3284,3,21,0
0,279.86,0,0,68,2177,3,22,1
0,280.215,0,0,68,1321,3,23,1
0,279.54,0,0,32,741,4,0,1
0,279.21,0,0,90,477,4,1,1
0,278.75,0,0,32,386,4,2,1
0,278.23,0,0,20,499,4,3,1
0,277.64,0,0,20,785,4,4,1
0,277.48,0,0,8,2732,4,5,1
0,277.37,0,0,0,5577,4,6,1
0,278.27,0,0,0,6503,4,7,1
0,279.73,0,0,12,5857,4,8,1
0,280.8,0,0,90,5639,4,9,1
0,282.05,0,0,12,4781,4,10,1
0,282.15,0,0,40,5379,4,11,1
0,283.2,0,0,48,5669,4,12,1
0,283.54,0,0,48,5482,4,13,1
0,284.06,0,0,48,5860,4,14,1
0,284.5,0,0,90,6154,4,15,1
0,284.68,0,0,48,6361,4,16,1
0,285.06,0,0,48,6185,4,17,1
0,285.07,0,0,56,5254,4,18,1
0,284.66,0,0,56,3984,4,19,1
0,284.17,0,0,56,3117,4,20,1
0,283.4,0,0,90,2984,4,21,1
0,282.2,0,0,75,2897,4,22,1
0,281.13,0,0,75,2282,4,23,1
0,279.47,0,0,1,1304,5,0,1
0,278.79,0,0,40,835,5,1,1
0,278.57,0,0,40,620,5,2,1
0,278.5,0,0,40,387,5,3,1
0,278.49,0,0,1,431,5,4,1
0,278.68,0,0,1,876,5,5,1
0,278.66,0,0,1,1725,5,6,1
0,279.14,0,0,0,2499,5,7,1
0,281.63,0,0,1,3545,5,8,1
0,284.2,0,0,0,4045,5,9,1
0,286.77,0,0,0,4448,5,10,1
0,288.44,0,0,1,4854,5,11,1
0,289.76,0,0,1,5295,5,12,1
0,290.37,0,0,40,5001,5,13,1
0,290.83,0,0,0,5308,5,14,0
0,291.42,0,0,1,5028,5,15,1
0,292.02,0,0,40,4893,5,16,1
0,292.05,0,0,0,4906,5,17,1
0,292.0,0,0,75,4258,5,18,1
0,291.58,0,0,75,3699,5,19,1
0,290.8,0,0,0,3317,5,20,1
0,288.13,0,0,75,3226,5,21,1
0,286.73,0,0,90,3061,5,22,1
0,285.45,0,0,75,2473,5,23,1
0,285.11,0,0,32,1324,6,0,1
0,284.99,0,0,1,859,6,1,1
0,284.61,0,0,1,614,6,2,1
0,284.15,0,0,1,389,6,3,1
0,283.67,0,0,1,357,6,4,1
0,283.48,0,0,1,595,6,5,1
0,282.97,0,0,1,1026,6,6,1
0,284.23,0,0,1,1336,6,7,1
0,286.09,0,0,1,2217,6,8,1
0,288.33,0,0,1,3349,6,9,1
0,291.35,0,0,1,4131,6,10,1
0,292.87,0,0,1,4351,6,11,1
0,294.01,0,0,0,5064,6,12,0
0,294.68,0,0,40,4879,6,13,1
0,295.12,0,0,40,4914,6,14,1
0,295.19,0,0,1,4786,6,15,1
0,295.16,0,0,40,4734,6,16,1
0,295.16,0,0,75,4193,6,17,1
0,295.1,0,0,0,3944,6,18,1
0,294.62,0,0,0,3457,6,19,1
0,293.39,0,0,1,3145,6,20,1
0,291.28,0,0,1,2760,6,21,1
0,290.55,0,0,1,2002,6,22,1
0,289.72,0,0,1,1150,6,23,1
0,289.47,0,0,1,585,0,0,1
0,288.58,0,0,1,381,0,1,1
0,288.36,0,0,40,295,0,2,1
0,288.07,0,0,75,402,0,3,1
0,287.6,0,0,75,823,0,4,1
0,287.48,0,0,75,2815,0,5,1
0,287.35,0,0,90,5814,0,6,1
0,287.32,0,0,88,5909,0,7,1
0,287.13,0,0,90,6344,0,8,0
0,287.13,0,0,90,6344,0,8,0
0,286.49,0,0,90,4877,0,9,0
0,286.14,1,0,92,4295,0,10,0
0,286.14,1,0,92,4295,0,10,0
0,286.14,1,0,92,4295,0,10,0
0,284.96,1,0,90,4170,0,11,0
0,284.96,1,0,90,4170,0,11,0
0,284.96,1,0,90,4170,0,11,0
0,284.49,1,0,92,4463,0,12,0
0,284.49,1,0,92,4463,0,12,0
0,284.49,1,0,92,4463,0,12,0
0,284.31,1,0,92,4388,0,13,0
0,284.31,1,0,92,4388,0,13,0
0,284.31,1,0,92,4388,0,13,0
0,284.3,1,0,90,4922,0,14,0
0,284.3,1,0,90,4922,0,14,0
0,284.3,1,0,90,4922,0,14,0
0,284.37,1,0,92,5461,0,15,0
0,284.37,1,0,92,5461,0,15,0
0,284.37,1,0,92,5461,0,15,0
0,284.32,1,0,90,6215,0,16,0
0,284.32,1,0,90,6215,0,16,0
0,284.32,1,0,90,6215,0,16,0
0,284.33,1,0,90,5794,0,17,0
0,284.36,1,0,92,4123,0,18,0
0,284.36,1,0,92,4123,0,18,0
0,284.66,1,0,92,2923,0,19,0
0,284.66,1,0,92,2923,0,19,0
0,284.66,1,0,92,2923,0,19,0
0,284.82,1,0,90,2527,0,20,0
0,284.82,1,0,90,2527,0,20,0
0,284.82,1,0,90,2527,0,20,0
0,284.95,1,0,68,2404,0,21,0
0,284.95,1,0,68,2404,0,21,0
0,284.95,1,0,68,2404,0,21,0
0,285.1,1,0,90,1522,0,22,0
0,285.1,1,0,90,1522,0,22,0
0,285.1,1,0,90,1522,0,22,0
0,285.28,1,0,90,937,0,23,0
0,285.28,1,0,90,937,0,23,0
0,285.23,1,0,90,547,1,0,0
0,285.23,1,0,90,547,1,0,0
0,285.19,1,0,75,320,1,1,0
0,285.19,1,0,75,320,1,1,0
0,284.68,1,0,1,255,1,2,0
0,284.68,1,0,1,255,1,2,0
0,284.43,1,0,75,353,1,3,0
0,284.43,1,0,75,353,1,3,0
0,284.43,1,0,75,353,1,3,0
0,284.05,1,0,1,807,1,4,0
0,284.05,1,0,1,807,1,4,0
0,283.79,1,0,0,2917,1,5,0
0,283.79,1,0,0,2917,1,5,0
0,283.79,1,0,0,2917,1,5,0
0,284.03,1,0,90,5874,1,6,0
0,284.03,1,0,90,5874,1,6,0
0,284.03,1,0,90,5874,1,6,0
0,284.61,1,0,90,6885,1,7,0
0,284.61,1,0,90,6885,1,7,0
0,284.61,1,0,90,6885,1,7,0
0,285.45,1,0,90,6182,1,8,0
0,285.45,1,0,90,6182,1,8,0
0,285.45,1,0,90,6182,1,8,0
0,286.34,1,0,90,5181,1,9,0
0,286.34,1,0,90,5181,1,9,0
0,287.49,1,0,92,4614,1,10,0
0,287.49,1,0,92,4614,1,10,0
0,289.66,1,0,92,4861,1,11,0
0,289.66,1,0,92,4861,1,11,0
0,289.66,1,0,92,4861,1,11,0
0,291.56,1,0,40,4945,1,12,0
0,291.56,1,0,40,4945,1,12,0
0,292.86,0,0,1,5224,1,13,0
0,294.09,1,0,92,5523,1,14,0
0,294.09,1,0,92,5523,1,14,0
0,295.83,0,0,1,6021,1,15,1
0,297.33,0,0,1,6689,1,16,1
0,298.29,0,0,1,6165,1,17,1
0,297.33,1,0,40,4573,1,18,0
0,297.06,0,0,92,3501,1,19,1
0,295.78,0,0,92,3309,1,20,1
0,293.53,0,0,1,2822,1,21,0
0,292.06,0,0,1,1926,1,22,1
0,291.08,0,0,1,2504,1,23,0
0,290.02,0,0,0,851,2,0,0
0,289.51,1,0,1,474,2,1,0
0,289.51,1,0,1,474,2,1,0
0,288.94,0,0,0,370,2,2,1
0,286.93,0,0,1,806,2,4,1
0,286.33,0,0,1,2971,2,5,1
0,284.85,0,0,1,5917,2,6,1
0,286.06,0,0,90,6671,2,7,1
0,286.15,0,0,75,6161,2,8,1
0,286.6,0,0,90,5408,2,9,1
0,287.36,0,0,0,4584,2,10,1
0,287.27,0,0,75,4878,2,11,1
0,288.9,0,0,75,5004,2,12,1
0,289.66,0,0,75,4979,2,13,1
0,289.79,0,0,24,5391,2,14,1
0,290.8,0,0,75,5791,2,15,1
0,291.11,0,0,40,6701,2,16,1
0,291.28,0,0,1,6205,2,17,1
0,290.92,0,0,1,4636,2,18,1
0,290.77,0,0,0,3319,2,19,1
0,289.89,0,0,0,3034,2,20,1
0,287.94,0,0,1,2719,2,21,1
0,286.45,0,0,1,1879,2,22,1
0,285.26,0,0,1,1089,2,23,1
0,284.39,0,0,1,656,3,0,1
0,283.35,0,0,1,384,3,1,1
0,283.03,0,0,0,304,3,2,1
0,281.95,0,0,1,394,3,3,1
0,281.46,0,0,1,781,3,4,1
0,281.48,0,0,1,2944,3,5,1
0,281.52,0,0,1,5850,3,6,1
0,283.02,0,0,0,6547,3,7,1
0,283.15,0,0,1,6177,3,8,1
0,286.15,0,0,1,5290,3,9,1
0,287.4,0,0,75,4676,3,10,1
0,287.66,0,0,40,4977,3,11,1
0,290.32,0,0,0,5032,3,12,1
0,290.9,0,0,1,5199,3,13,1
0,291.9,0,0,1,5509,3,14,1
0,292.27,0,0,1,6175,3,15,1
0,294.02,0,0,1,6413,3,16,1
0,294.44,0,0,1,6241,3,17,1
0,294.73,0,0,0,4914,3,18,1
0,294.15,0,0,1,3525,3,19,1
0,293.03,0,0,0,3270,3,20,1
0,290.76,0,0,1,2912,3,21,1
0,288.11,0,0,90,2068,3,22,0
0,286.47,0,0,1,1255,3,23,1
0,285.3,0,0,1,662,4,0,1
0,284.07,0,0,1,413,4,1,1
0,283.42,0,0,1,302,4,2,1
0,283.38,0,0,0,378,4,3,1
0,282.58,0,0,1,701,4,4,1
0,281.76,0,0,1,2626,4,5,1
0,281.58,0,0,1,5409,4,6,1
0,285.12,0,0,0,6165,4,7,1
0,288.33,0,0,0,5556,4,8,1
0,290.86,0,0,1,4860,4,9,1
0,292.44,0,0,1,4798,4,10,1
0,293.86,0,0,1,5062,4,11,1
0,294.72,0,0,1,5461,4,12,1
0,295.78,0,0,0,5491,4,13,1
0,296.43,0,0,1,5849,4,14,1
0,296.86,0,0,1,5962,4,15,1
0,297.02,0,0,40,5941,4,16,1
0,297.77,0,0,40,5016,4,17,1
0,297.65,0,0,40,4325,4,18,1
0,297.07,0,0,0,3456,4,19,1
0,296.03,0,0,1,2974,4,20,1
0,293.52,0,0,1,2985,4,21,1
0,292.69,0,0,0,2672,4,22,1
0,290.37,0,0,0,2032,4,23,1
0,290.45,0,0,1,1161,5,0,1
0,289.86,0,0,8,755,5,1,1
0,289.54,0,0,8,720,5,2,1
0,289.2,0,0,8,431,5,3,1
0,288.85,0,0,8,360,5,4,1
0,288.28,0,0,8,751,5,5,1
0,288.57,0,0,24,1352,5,6,1
0,288.85,0,0,24,1754,5,7,1
0,290.48,0,0,40,2596,5,8,1
0,293.56,0,0,48,3476,5,9,1
0,294.9,0,0,1,3779,5,10,1
0,296.77,0,0,48,4116,5,11,1
0,297.4,0,0,76,4137,5,12,1
0,298.51,0,0,76,4198,5,13,1
0,298.51,0,0,1,4014,5,14,1
0,299.01,0,0,56,3931,5,15,1
0,299.12,0,0,1,3973,5,16,1
0,299.73,0,0,1,3796,5,17,1
0,299.84,0,0,0,3494,5,18,1
0,299.18,0,0,0,3100,5,19,1
0,297.64,0,0,0,2807,5,20,1
0,295.69,0,0,0,2792,5,21,1
0,293.51,0,0,0,2771,5,22,1
0,292.21,0,0,0,2087,5,23,1
0,291.26,0,0,0,1287,6,0,1
0,289.92,0,0,0,740,6,1,1
0,289.55,0,0,1,695,6,2,1
0,288.92,0,0,0,307,6,3,1
0,288.18,0,0,1,299,6,4,1
0,287.11,0,0,1,459,6,5,1
0,287.07,0,0,20,829,6,6,1
0,288.39,0,0,20,1008,6,7,1
0,290.68,0,0,20,1655,6,8,1
0,293.82,0,0,20,2568,6,9,1
0,295.9,0,0,40,3168,6,10,1
0,297.75,0,0,75,3348,6,11,1
0,298.86,0,0,90,3671,6,12,1
0,299.92,0,0,90,3724,6,13,1
0,299.78,0,0,90,3813,6,14,1
0,299.08,0,0,90,3717,6,15,1
0,299.02,0,0,90,3674,6,16,1
0,298.84,0,0,90,3213,6,17,1
0,298.42,0,0,90,2982,6,18,1
0,297.88,0,0,90,2661,6,19,1
0,297.03,0,0,90,2611,6,20,1
0,296.17,0,0,75,2401,6,21,1
0,295.08,0,0,75,2143,6,22,1
0,294.54,0,0,75,1575,6,23,1
1,294.31,0,0,40,967,0,0,1
0,293.63,0,0,75,538,0,1,1
0,292.95,0,0,75,449,0,2,1
0,292.4,0,0,75,268,0,3,1
0,291.8,0,0,75,285,0,4,1
0,291.26,0,0,75,553,0,5,1
0,291.15,0,0,75,899,0,6,1
0,291.57,0,0,75,1011,0,7,1
0,293.96,0,0,75,1292,0,8,1
0,295.64,0,0,75,2048,0,9,1
0,297.88,0,0,75,2588,0,10,1
0,299.45,0,0,75,3313,0,11,1
0,300.63,0,0,75,3676,0,12,1
0,301.05,0,0,75,3562,0,13,1
0,300.82,0,0,90,3743,0,14,1
0,300.96,0,0,75,3654,0,15,1
0,301.32,0,0,75,3783,0,16,1
0,301.41,0,0,75,3374,0,17,1
0,300.41,0,0,75,3429,0,18,1
0,298.19,1,0,75,3061,0,19,0
0,296.3,1,0,75,2735,0,20,0
0,294.93,1,0,90,2397,0,21,0
0,294.13,1,0,90,1716,0,22,0
0,293.56,1,0,90,1007,0,23,0
0,293.26,1,0,90,536,1,0,0
0,293.14,1,0,90,345,1,1,0
0,292.58,1,0,90,245,1,2,0
0,292.47,1,0,90,317,1,3,0
0,292.31,1,0,90,741,1,4,0
0,291.97,1,0,90,2715,1,5,0
0,291.93,1,0,90,4674,1,6,0
0,292.25,1,0,90,6010,1,7,0
0,292.52,1,0,90,5644,1,8,0
0,292.89,1,0,90,5341,1,9,0
0,293.02,0,0,90,4355,1,10,1
0,293.11,1,0,90,4549,1,11,0
0,293.4,1,0,90,4792,1,12,0
0,293.55,1,0,90,5001,1,13,0
0,293.75,1,0,90,5278,1,14,0
0,293.24,1,0,90,5823,1,15,0
0,293.08,1,0,90,6527,1,16,0
0,292.63,1,0,90,6537,1,17,0
0,292.69,1,0,75,4778,1,18,0
0,292.92,1,0,75,3224,1,19,0
0,292.14,1,0,75,2606,1,20,0
0,291.18,1,0,90,2413,1,21,0
0,290.64,0,0,75,1627,1,22,1
0,289.8,0,0,75,1072,1,23,1
0,289.14,0,0,20,578,2,0,1
0,288.57,1,0,40,363,2,1,0
0,288.12,1,0,40,281,2,2,0
0,287.91,0,0,90,389,2,3,1
0,287.65,0,0,75,827,2,4,1
0,287.1,0,0,75,2921,2,5,1
0,286.62,1,0,40,6031,2,6,0
0,287.16,1,0,40,6868,2,7,0
0,288.67,1,0,90,6217,2,8,0
0,291.05,0,0,1,5228,2,9,1
0,293.59,0,0,20,4586,2,10,1
0,295.54,0,0,20,4944,2,11,1
0,296.93,0,0,40,5039,2,12,1
0,298.06,0,0,20,5117,2,13,1
0,298.76,0,0,20,5490,2,14,1
0,299.52,0,0,20,5484,2,15,1
0,299.9,0,0,20,6511,2,16,1
0,300.15,0,0,20,6588,2,17,1
0,299.9,0,0,20,5168,2,18,1
0,299.52,0,0,20,3519,2,19,1
0,298.52,0,0,1,3015,2,20,1
0,295.64,0,0,1,2784,2,21,1
0,293.14,0,0,1,1845,2,22,1
0,291.44,0,0,1,1127,2,23,1
0,290.18,0,0,1,658,3,0,1
0,289.85,0,0,1,443,3,1,1
0,289.14,0,0,1,287,3,2,1
0,288.02,0,0,1,359,3,3,1
0,286.39,0,0,1,836,3,4,1
0,285.85,0,0,1,2932,3,5,1
0,285.62,0,0,1,5723,3,6,1
0,287.97,0,0,20,6340,3,7,1
0,290.3,0,0,20,6293,3,8,1
0,293.52,0,0,20,5510,3,9,1
0,295.49,0,0,20,4976,3,10,1
0,297.24,0,0,20,5350,3,11,1
0,299.0,0,0,20,5146,3,12,1
0,299.95,0,0,20,5307,3,13,1
0,300.73,0,0,20,5619,3,14,1
0,301.35,0,0,20,6113,3,15,1
0,301.58,0,0,40,6685,3,16,1
0,301.77,0,0,40,6172,3,17,1
0,301.62,0,0,40,4535,3,18,1
0,301.13,0,0,40,3513,3,19,1
0,299.97,0,0,20,3251,3,20,1
0,297.46,0,0,20,3031,3,21,1
0,294.74,0,0,20,2234,3,22,1
0,293.59,0,0,1,1268,3,23,1
0,292.24,0,0,1,731,4,0,1
0,292.04,0,0,1,451,4,1,1
0,291.64,0,0,1,330,4,2,1
0,290.7,0,0,1,440,4,3,1
0,290.02,0,0,1,798,4,4,1
0,289.74,0,0,20,2821,4,5,1
0,290.14,0,0,20,5735,4,6,1
0,291.76,0,0,1,6653,4,7,1
0,294.16,0,0,1,5947,4,8,1
0,296.59,0,0,1,5199,4,9,1
0,298.62,0,0,1,4993,4,10,1
0,300.66,0,0,1,5135,4,11,1
0,301.65,0,0,20,5444,4,12,1
0,302.25,0,0,20,5384,4,13,1
0,303.16,0,0,20,5733,4,14,1
0,303.51,0,0,20,5950,4,15,1
0,303.64,0,0,20,6234,4,16,1
0,303.56,0,0,20,5701,4,17,1
0,303.43,0,0,20,4807,4,18,1
0,302.21,0,0,20,3797,4,19,1
